brandstof_omschrijving,brandstof_volgnummer,brandstofverbruik_buiten,brandstofverbruik_gecombineerd,brandstofverbruik_stad,co2_uitstoot_gecombineerd,emissiecode_omschrijving,geluidsniveau_stationair,kenteken,milieuklasse_eg_goedkeuring_licht,nettomaximumvermogen,toerental_geluidsniveau,co2_uitstoot_gewogen,geluidsniveau_rijdend,nominaal_continu_maximumvermogen,uitstoot_deeltjes_licht,roetuitstoot
Benzine,1,5.50,6.70,8.70,161,Euro 4,82,46RHBS,70/220*2002/80B,77.00,4500,NA,71,NA,NA,NA
Benzine,1,4.40,5.30,6.90,124,Euro 5,79,KF713F,715/2007*692/2008A,63.00,3750,NA,71,NA,NA,NA
Benzine,1,5.60,7.30,10.30,174,Euro 4,82,01HTZ9,70/220*2003/76B,92.00,4500,NA,72,NA,NA,NA
Diesel,1,3.50,4.00,4.70,103,Euro 6,72,KP476R,715/2007*2016/646W,140.00,2375,NA,68,NA,NA,0.50
Benzine,1,6.20,7.50,9.70,177,Euro 4,83,51SNSJ,70/220*2003/76B,80.00,4350,NA,71,NA,NA,NA
Benzine,1,4.50,5.50,7.20,129,Euro 5,84,HK791V,715/2007*459/2012J,63.00,3750,NA,72,NA,NA,NA
Benzine,1,3.60,4.30,5.40,97,Euro 6,72,PP054N,715/2007*2016/646W,73.50,3750,NA,67,NA,0.00190,NA
Benzine,1,4.80,5.70,7.40,134,Euro 5,72,89XJV2,715/2007*566/2011F,125.00,3750,NA,NA,NA,0.00022,NA
Benzine,1,4.30,5.40,7.30,128,NA,81,80JNZ2,NA,44.00,4500,NA,NA,NA,NA,NA
Benzine,1,7.40,9.70,13.70,232,NA,82,13JPN4,NA,118.00,4875,NA,NA,NA,NA,NA
Benzine,1,6.20,8.00,11.10,190,Euro 4,84,20XNGN,70/220*2003/76B,103.00,4500,NA,NA,NA,NA,NA
Diesel,1,2.70,3.00,3.60,79,Euro 6,74,HP732K,715/2007*2015/45W,73.00,2813,NA,70,NA,0.00008,0.51
Benzine,1,6.40,7.70,10.20,179,Euro 5,73,16XJV3,715/2007*692/2008F,155.00,3750,NA,NA,NA,NA,NA
Benzine,1,6.40,7.80,10.30,187,Euro 4,87,97RZZP,70/220*2003/76B,103.00,4725,NA,73,NA,NA,NA
Benzine,1,4.40,5.30,6.90,124,Euro 5,79,96NKN9,715/2007*692/2008A,63.00,3750,NA,NA,NA,NA,NA
Diesel,1,4.70,5.20,6.20,137,Euro 5,71,54TJL5,715/2007*692/2008F,103.00,2375,NA,NA,NA,0.00021,0.50
Benzine,1,4.20,4.90,6.00,114,Euro 5,74,4TNG68,715/2007*630/2012J,74.00,3750,NA,NA,NA,0.00167,NA
Benzine,1,6.30,8.00,11.10,190,Euro 4,78,71XBJF,70/220*2003/76B,103.00,4500,NA,71,NA,NA,NA
LPG,2,NA,8.00,NA,190,NA,78,71XBJF,NA,103.00,4500,NA,71,NA,NA,NA
Benzine,1,5.70,7.20,9.60,168,Euro 5,75,SF690L,715/2007*692/2008F,103.00,3750,NA,73,NA,NA,NA
Benzine,1,4.40,5.50,7.30,127,Euro 5,83,52STV8,715/2007*692/2008A,44.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.10,6.00,7.60,144,Euro 4,80,27SFHK,70/220*2002/80B,59.00,4200,NA,72,NA,NA,NA
Benzine,1,3.90,4.90,6.60,114,Euro 5,73,3XXL51,715/2007*195/2013J,74.00,3750,NA,NA,NA,0.00107,NA
Benzine,1,4.20,4.60,5.30,106,Euro 5,77,5ZHN82,715/2007*566/2011J,50.00,3750,NA,NA,NA,NA,NA
Diesel,1,5.50,6.00,6.90,156,Euro 6,82,PZ623H,715/2007*2016/646W,77.00,2625,NA,73,NA,0.00012,0.50
Diesel,1,4.30,5.10,6.50,138,Euro 3,78,08RKBK,70/220*2003/76A,51.00,3000,NA,72,NA,0.02300,1.30
Benzine,1,5.00,6.10,8.00,146,Euro 4,80,88GBJ8,70/220*2003/76B,66.00,4200,NA,71,NA,NA,NA
Benzine,1,5.30,6.10,7.60,144,Euro 5,77,84ZVZ3,715/2007*459/2012J,88.00,3675,NA,NA,NA,NA,NA
Diesel,1,3.10,3.40,3.80,89,Euro 6,77,KL344V,715/2007*136/2014W,81.00,2625,NA,70,NA,0.00010,0.51
Benzine,1,4.40,5.10,6.40,115,Euro 6,77,SX050K,715/2007*2016/646W,60.00,3750,NA,68,NA,NA,NA
Diesel,1,3.50,3.90,4.70,104,Euro 5,77,4THZ71,715/2007*459/2012J,103.00,3000,NA,NA,NA,0.00036,0.50
Benzine,1,3.80,4.30,5.10,99,Euro 6,78,NL672F,715/2007*2015/45W,59.00,3750,NA,70,NA,0.00120,NA
Diesel,1,5.10,6.10,7.80,165,Euro 4,79,90SBKH,70/220*2003/76B,88.00,2625,NA,74,NA,0.02300,1.30
Benzine,1,5.50,6.20,7.50,144,Euro 6,72,KZ053L,715/2007*136/2014W,130.00,3750,NA,70,NA,0.00059,NA
Benzine,1,4.20,5.30,7.10,124,Euro 5,77,PR278Z,715/2007*630/2012J,51.00,3750,NA,69,NA,NA,NA
Benzine,1,4.30,5.40,7.10,124,Euro 5,82,09TZF2,715/2007*566/2011F,60.00,3750,NA,NA,NA,NA,NA
Diesel,1,4.50,5.30,6.60,139,Euro 5,73,95SZH8,715/2007*692/2008A,103.00,2813,NA,NA,NA,0.00048,0.51
Benzine,1,4.80,5.90,7.80,142,Euro 4,81,34ZKBP,70/220*2003/76B,66.00,4200,NA,NA,NA,NA,NA
Benzine,1,4.00,4.50,5.40,103,Euro 5,78,83RNK4,715/2007*692/2008F,50.00,3750,NA,70,NA,NA,NA
Benzine,1,4.40,5.10,6.30,119,Euro 4,81,80NKH4,70/220*2003/76B,51.00,4125,NA,72,NA,NA,NA
Benzine,1,5.50,6.70,8.70,159,NA,78,39LRX9,NA,74.00,3750,NA,NA,NA,NA,NA
Diesel,1,3.80,4.30,5.00,111,Euro 6,68,7XZG30,715/2007*195/2013W,120.00,2375,NA,NA,NA,0.00015,0.50
Benzine,1,NA,NA,NA,NA,Euro 6,76,KH075N,715/2007*136/2014W,110.00,3750,39.00000,73,NA,NA,NA
Elektriciteit,2,NA,NA,NA,NA,Euro 6,NA,KH075N,715/2007*136/2014W,NA,NA,NA,NA,55.00,NA,NA
Elektriciteit,1,NA,NA,NA,NA,NA,NA,HK725N,NA,NA,NA,NA,NA,55.00,NA,NA
Benzine,2,NA,NA,NA,NA,Euro 6,76,HK725N,715/2007*136/2014W,110.00,3750,39.00000,73,NA,NA,NA
Benzine,1,3.60,4.10,5.00,95,Euro 6,76,HG794J,715/2007*2015/45W,51.00,3750,NA,69,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 6,78,HK433H,715/2007*2015/45W,48.00,3750,NA,NA,NA,0.00120,NA
Benzine,1,4.80,5.90,7.80,142,Euro 4,81,01XDVD,70/220*2003/76B,66.00,4200,NA,NA,NA,NA,NA
Benzine,1,4.60,5.70,7.60,137,Euro 4,81,81ZKSH,70/220*2003/76B,59.00,4200,NA,NA,NA,NA,NA
Benzine,1,4.90,6.10,8.20,145,Euro 4,85,77SLNH,70/220*2003/76B,54.00,4050,NA,74,NA,NA,NA
Benzine,1,4.90,6.10,8.40,144,Euro 5,73,30PTL4,715/2007*692/2008A,88.00,3750,NA,NA,NA,NA,NA
Benzine,1,NA,NA,NA,176,NA,80,95XDP7,NA,55.00,4125,NA,NA,NA,NA,NA
Diesel,1,4.00,4.50,5.30,119,Euro 5,77,68XZH5,715/2007*566/2011J,96.00,3000,NA,NA,NA,0.00026,0.50
Benzine,1,5.80,7.40,10.10,174,Euro 5,76,28RHL2,715/2007*692/2008A,132.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.70,5.90,7.90,138,Euro 5,79,79SXF9,715/2007*566/2011A,88.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.80,5.70,7.30,134,Euro 5,84,87PXR7,715/2007*692/2008A,74.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.80,6.00,8.00,137,Euro 5,78,4XKZ72,715/2007*630/2012J,88.00,3750,NA,74,NA,NA,NA
Benzine,1,4.30,4.80,5.60,109,Euro 5,77,43SXH7,715/2007*692/2008F,50.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.40,6.90,9.30,159,Euro 5,84,50PLF8,715/2007*692/2008A,88.00,4500,NA,NA,NA,NA,NA
Benzine,1,5.40,6.50,8.40,149,Euro 6,82,RS610J,715/2007*2015/45W,103.00,3750,NA,72,NA,NA,NA
Benzine,1,6.00,7.30,9.50,172,Euro 4,80,17TZND,70/220*2003/76B,80.00,4350,NA,72,NA,NA,NA
Benzine,1,4.20,4.80,5.90,109,Euro 6,73,RL972L,715/2007*2016/646W,74.00,3750,NA,66,NA,0.00141,NA
Benzine,1,3.60,4.30,5.40,97,Euro 6,72,SZ690T,715/2007*2016/646W,73.50,3750,NA,67,NA,0.00190,NA
Benzine,1,4.20,4.60,5.30,106,Euro 5,77,5STL57,715/2007*566/2011J,50.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 5,76,4ZFH03,715/2007*195/2013J,59.00,3750,NA,NA,NA,0.00178,NA
Diesel,1,3.90,4.60,5.80,124,Euro 4,77,24TTZG,70/220*2003/76B,55.00,3000,NA,71,NA,0.00100,0.30
Diesel,1,4.10,4.40,4.90,115,Euro 6,68,HG056H,715/2007*136/2014W,140.00,2375,NA,70,NA,NA,0.50
Benzine,1,4.30,5.40,7.10,124,Euro 5,79,50ZNP8,715/2007*566/2011F,44.00,3750,NA,NA,NA,NA,NA
Diesel,1,3.90,4.30,5.00,114,Euro 5,72,NZ696K,715/2007*692/2008A,85.00,2700,NA,68,NA,0.00189,0.53
Benzine,1,4.90,5.80,7.50,136,Euro 5,72,55SPL8,715/2007*566/2011F,125.00,3750,NA,NA,NA,0.00021,NA
Benzine,1,3.80,4.30,5.10,98,Euro 6,83,PS805F,715/2007*136/2014W,70.00,3750,NA,69,NA,0.00081,NA
Diesel,1,5.40,6.90,9.50,186,Euro 4,80,33RTBX,70/220*2002/80B,110.00,3000,NA,71,NA,0.00100,0.50
Benzine,1,3.80,4.30,5.10,99,Euro 6,78,NH954G,715/2007*2015/45W,48.00,3750,NA,70,NA,0.00120,NA
Benzine,1,5.10,5.80,7.00,134,Euro 6,72,RF241B,715/2007*2015/45W,110.00,3750,NA,68,NA,0.00032,NA
Diesel,1,3.80,4.20,5.00,109,Euro 6,68,4XPS85,715/2007*195/2013W,120.00,2375,NA,73,NA,0.00015,0.50
Benzine,1,3.80,4.30,5.10,99,Euro 5,81,60ZXT1,715/2007*566/2011F,50.00,3750,NA,71,NA,NA,NA
Benzine,1,5.40,6.90,9.30,159,Euro 5,82,51SLB7,715/2007*692/2008A,88.00,4500,NA,NA,NA,NA,NA
Benzine,1,6.00,7.30,9.50,172,Euro 4,80,65TDZP,70/220*2003/76B,80.00,4350,NA,72,NA,NA,NA
Benzine,1,4.40,5.50,7.30,127,Euro 5,83,08NRR4,715/2007*692/2008A,44.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.40,4.90,5.80,115,Euro 6,81,HR078S,715/2007*195/2013W,51.00,4125,NA,72,NA,NA,NA
Benzine,1,5.20,6.50,8.70,156,Euro 4,81,96TVJL,70/220*2003/76B,85.00,4500,NA,72,NA,NA,NA
Benzine,1,4.80,5.90,7.90,136,Euro 5,78,59KSZ2,715/2007*692/2008A,88.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.50,6.70,8.80,161,Euro 4,83,53ZLBR,70/220*2003/76B,77.00,4500,NA,71,NA,NA,NA
Benzine,1,5.20,6.50,8.70,156,Euro 4,81,85TZGV,70/220*2003/76B,85.00,4500,NA,72,NA,NA,NA
Benzine,1,4.30,5.10,6.40,119,Euro 5,84,3SNK25,715/2007*566/2011J,63.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.30,5.00,6.20,117,Euro 5,84,7TRP24,715/2007*459/2012J,74.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.40,5.30,6.90,124,Euro 5,79,05LFR4,715/2007*692/2008A,63.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.60,5.50,7.00,127,Euro 6,78,KN804J,715/2007*2015/45W,110.00,3750,NA,69,NA,0.00198,NA
Diesel,1,3.60,3.90,4.60,104,Euro 6,75,2XHB71,715/2007*630/2012T,100.00,3000,NA,NA,NA,0.00029,0.50
Benzine,1,3.70,4.40,5.60,101,Euro 6,73,SG071T,715/2007*2016/646W,52.00,3750,NA,68,NA,NA,NA
Benzine,1,5.10,6.00,7.60,139,Euro 5,76,8ZLJ78,715/2007*630/2012J,103.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.70,4.30,5.40,99,Euro 6,74,HT491L,715/2007*136/2014W,92.00,3750,NA,69,NA,0.00135,NA
Benzine,1,3.90,4.50,5.50,104,Euro 6,71,KK772R,715/2007*2016/427W,85.00,3750,NA,70,NA,0.00069,NA
Diesel,1,3.50,3.90,4.70,104,Euro 5,76,23TLL9,715/2007*566/2011A,70.00,3000,NA,NA,NA,0.00012,0.50
Diesel,1,5.00,5.80,7.40,154,Euro 5,74,26XKJ6,715/2007*692/2008A,103.00,2813,NA,NA,NA,0.00023,0.52
Diesel,1,4.80,5.60,7.00,149,Euro 5,73,6SGB64,715/2007*692/2008A,103.00,2813,NA,70,NA,0.00066,0.51
Benzine,1,3.90,4.50,5.50,103,Euro 6,83,JN959B,715/2007*136/2014W,70.00,3750,NA,70,NA,0.00044,NA
Benzine,1,3.60,4.30,5.40,97,Euro 6,72,PK598H,715/2007*2016/646W,73.50,3750,NA,67,NA,0.00190,NA
Benzine,1,3.70,4.30,5.30,99,Euro 5,73,3TVP53,715/2007*630/2012J,74.00,3750,NA,NA,NA,0.00180,NA
Benzine,1,4.80,5.90,7.90,136,Euro 5,78,67LDN3,715/2007*692/2008A,88.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.30,5.00,6.10,116,Euro 6,75,NK585T,715/2007*136/2014W,96.00,3750,NA,71,NA,0.00063,NA
Diesel,1,5.40,6.00,6.80,155,Euro 6,75,KV530X,715/2007*2015/45W,70.00,2625,NA,71,NA,0.00020,0.52
Benzine,1,4.40,5.30,6.90,124,Euro 5,84,08PJT6,715/2007*692/2008A,63.00,3750,NA,NA,NA,NA,NA
Diesel,1,4.00,4.80,6.20,130,Euro 4,79,29TVDB,70/220*2003/76B,92.00,3000,NA,72,NA,0.00100,0.50
Benzine,1,5.10,6.00,7.60,139,Euro 5,76,GR083D,715/2007*630/2012J,103.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.40,6.50,8.40,153,Euro 5,86,ND371F,715/2007*566/2011J,85.00,3750,NA,74,NA,NA,NA
Benzine,1,4.70,5.80,7.70,139,Euro 4,81,55HTD8,70/220*2003/76B,59.00,4200,NA,NA,NA,NA,NA
Benzine,1,4.50,5.50,7.20,129,Euro 5,84,GR675D,715/2007*459/2012J,63.00,3750,NA,72,NA,NA,NA
Benzine,1,4.40,5.30,6.70,124,Euro 6,74,JP802B,715/2007*136/2014W,88.00,3600,NA,71,NA,NA,NA
Benzine,1,3.70,4.30,5.30,99,Euro 5,73,2TSN85,715/2007*630/2012J,74.00,3750,NA,NA,NA,0.00180,NA
Benzine,1,3.80,4.30,5.30,100,Euro 6,74,KK221L,715/2007*136/2014W,66.00,3750,NA,70,NA,0.00190,NA
Benzine,1,4.00,4.70,5.80,107,Euro 6,75,HS476P,715/2007*2015/45W,96.00,3750,NA,72,NA,0.00052,NA
Benzine,1,5.00,6.30,8.40,145,Euro 5,76,17PJN1,715/2007*692/2008A,115.00,3750,NA,NA,NA,0.00068,NA
Benzine,1,5.10,6.30,8.30,147,Euro 5,75,7XGT21,715/2007*566/2011A,85.00,3750,NA,71,NA,NA,NA
Diesel,1,3.70,4.10,4.90,109,Euro 5,76,83PKL2,715/2007*692/2008A,70.00,3000,NA,NA,NA,0.00012,0.50
Benzine,1,5.80,7.30,10.00,175,Euro 4,83,27SFDR,70/220*2003/76B,74.00,4500,NA,71,NA,NA,NA
Benzine,1,4.90,5.70,7.10,134,Euro 5,73,41TPS2,715/2007*566/2011J,74.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.60,4.30,5.40,97,Euro 6,72,PR849Z,715/2007*2016/646W,73.50,3750,NA,67,NA,0.00190,NA
Diesel,1,5.20,6.00,7.50,159,Euro 4,72,36GJS8,70/220*2006/96B,105.00,2500,NA,NA,NA,0.00060,0.50
Benzine,1,4.10,4.60,5.50,109,Euro 4,83,42SNRF,70/220*2003/76B,50.00,4500,NA,70,NA,NA,NA
Benzine,1,4.70,5.90,7.90,138,Euro 5,73,72TRL8,715/2007*692/2008A,88.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 6,78,JK927B,715/2007*2015/45W,48.00,3750,NA,70,NA,0.00120,NA
Benzine,1,4.00,4.60,5.60,105,Euro 6,75,RK611D,715/2007*2016/646W,60.00,3750,NA,71,NA,NA,NA
Benzine,1,3.80,4.30,5.20,99,Euro 6,73,JG038R,715/2007*136/2014W,77.00,3750,NA,70,NA,0.00220,NA
Benzine,1,3.40,3.80,4.50,88,Euro 6,76,RD205R,715/2007*2016/646W,51.00,3750,NA,69,NA,NA,NA
Diesel,1,3.10,3.40,3.80,89,Euro 6,77,KZ977V,715/2007*136/2014W,81.00,2625,NA,70,NA,0.00010,0.51
Diesel,1,4.00,4.50,5.30,119,Euro 6,76,RB965F,715/2007*136/2014W,99.00,3000,NA,70,NA,NA,0.50
Diesel,1,3.70,4.00,4.60,105,Euro 6,71,KL885F,715/2007*136/2014W,88.00,2625,NA,69,NA,0.00014,0.51
Benzine,1,5.00,5.70,7.10,133,Euro 6,73,PG398L,715/2007*2016/646W,140.00,3750,NA,70,NA,0.00014,NA
Benzine,1,4.10,4.70,5.80,109,Euro 5,77,8KJZ84,715/2007*630/2012J,74.00,3750,NA,NA,NA,0.00168,NA
Benzine,1,5.10,6.00,7.60,139,Euro 6,76,KV456J,715/2007*136/2014W,103.00,3750,NA,72,NA,NA,NA
Benzine,1,5.40,6.00,7.00,139,Euro 5,72,43XJR5,715/2007*566/2011F,125.00,3750,NA,NA,NA,0.00019,NA
Diesel,1,4.20,5.10,6.60,135,Euro 4,79,JD798S,70/220*2003/76B,77.00,3000,NA,71,NA,0.02000,0.90
Benzine,1,3.70,4.30,5.40,99,Euro 5,77,3XXB72,715/2007*136/2014J,60.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.80,5.90,8.00,139,Euro 5,85,79SLT2,715/2007*692/2008A,99.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.60,4.10,5.10,94,Euro 6,72,KB625R,715/2007*136/2014W,55.00,3750,NA,71,NA,NA,NA
Benzine,1,6.10,7.40,9.60,172,Euro 5,71,51SVZ8,715/2007*692/2008F,150.00,3750,NA,NA,NA,0.00103,NA
Benzine,1,5.00,5.90,7.50,138,Euro 6,76,SH996K,715/2007*2015/45W,103.00,3750,NA,72,NA,NA,NA
Benzine,1,4.90,6.00,7.90,143,Euro 3,82,02RJXJ,70/220*2002/80A,54.00,4050,NA,72,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 6,76,1ZTT49,715/2007*136/2014W,48.00,3750,NA,NA,NA,0.00120,NA
Benzine,1,4.20,4.90,6.20,114,Euro 6,76,RF331N,715/2007*136/2014W,110.00,3750,NA,70,NA,0.00220,NA
Benzine,1,5.60,7.30,10.30,169,Euro 5,77,21TXP4,715/2007*692/2008A,115.00,3750,NA,NA,NA,0.00127,NA
Diesel,1,3.20,3.70,4.50,98,Euro 5,77,NK526D,715/2007*459/2012J,88.00,3000,NA,70,NA,0.00042,0.50
Benzine,1,5.30,6.10,7.60,144,Euro 6,77,KH952S,715/2007*136/2014W,103.00,3675,NA,71,NA,NA,NA
Benzine,1,4.50,5.10,6.20,117,Euro 6,68,NP501K,715/2007*136/2014W,92.00,3750,NA,67,NA,0.00308,NA
Benzine,1,3.70,4.40,5.60,101,Euro 6,74,RN541K,715/2007*2016/646W,63.00,3750,NA,68,NA,NA,NA
Benzine,1,6.40,8.20,11.30,197,Euro 4,85,74ZLVP,70/220*2003/76B,110.00,4200,NA,74,NA,NA,NA
Benzine,1,7.30,9.60,13.30,229,NA,81,12XGZG,R/83-05,103.00,3900,NA,71,NA,NA,NA
Benzine,1,5.20,6.10,7.70,141,Euro 5,72,40ZBR6,715/2007*566/2011F,125.00,3750,NA,NA,NA,0.00020,NA
Benzine,1,3.70,4.10,5.10,94,Euro 6,74,SN440F,715/2007*2015/45W,55.00,3750,NA,71,NA,NA,NA
Benzine,1,4.90,5.70,7.10,134,Euro 5,73,01TXH9,715/2007*566/2011J,74.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 5,76,7ZHX65,715/2007*195/2013J,59.00,3750,NA,NA,NA,0.00178,NA
Benzine,1,4.30,5.40,7.10,124,Euro 5,82,GG271P,715/2007*566/2011F,60.00,3750,NA,72,NA,NA,NA
Diesel,1,4.10,4.30,4.50,112,Euro 5,73,5SXV18,715/2007*630/2012J,84.00,2700,NA,NA,NA,0.00015,0.51
Diesel,1,7.20,9.40,13.30,249,NA,75,GK638B,70/220*2003/76B,240.00,2800,NA,69,NA,0.00100,0.50
Diesel,1,3.60,3.80,4.20,99,Euro 6,69,RN340K,715/2007*2016/646W,88.00,2700,NA,69,NA,0.00049,0.50
Benzine,1,3.90,4.30,5.00,98,Euro 6,75,PF304H,715/2007*195/2013W,60.00,3750,NA,70,NA,NA,NA
Benzine,1,4.10,4.80,6.10,110,Euro 6,73,SR930S,715/2007*2016/646W,96.00,3750,NA,67,NA,0.00105,NA
Benzine,1,4.70,5.20,6.30,120,Euro 6,74,SZ465R,715/2007*2016/646W,96.00,3750,NA,69,NA,0.00200,NA
Benzine,1,4.60,5.50,7.00,129,Euro 5,78,05LBL9,715/2007*692/2008A,74.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.40,6.80,9.10,159,Euro 5,72,27ZRR8,715/2007*692/2008A,132.00,3800,NA,74,NA,0.00200,NA
Benzine,1,6.40,8.40,11.80,205,NA,80,1ZSH74,NA,66.00,3750,NA,72,NA,NA,NA
Benzine,1,4.10,4.90,6.20,114,Euro 6,82,RF944X,715/2007*136/2014W,66.00,3750,NA,70,NA,NA,NA
Benzine,1,4.40,4.90,5.80,115,Euro 5,81,84PJJ9,715/2007*692/2008A,51.00,4125,NA,NA,NA,NA,NA
Benzine,1,5.10,6.00,7.60,139,Euro 5,76,2ZJJ55,715/2007*630/2012J,103.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.20,4.90,6.00,114,Euro 6,73,NV131S,715/2007*2015/45W,74.00,3750,NA,71,NA,0.00184,NA
Benzine,1,4.30,5.00,6.20,117,Euro 5,84,1ZDJ58,715/2007*459/2012J,74.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.40,5.50,7.30,127,Euro 5,83,24KXL3,715/2007*692/2008A,44.00,3750,NA,NA,NA,NA,NA
Benzine,1,4.40,5.50,7.30,127,Euro 5,83,82SRR3,715/2007*692/2008A,44.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.70,4.30,5.30,99,Euro 5,79,9KHV25,715/2007*630/2012J,74.00,3750,NA,NA,NA,0.00180,NA
Benzine,1,4.10,4.60,5.50,109,Euro 4,83,31TNRX,70/220*2003/76B,50.00,4500,NA,70,NA,NA,NA
Benzine,1,3.40,3.80,4.50,88,Euro 5,76,GS960H,715/2007*136/2014J,51.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.10,6.00,7.60,139,Euro 5,76,1ZVH95,715/2007*630/2012J,103.00,3750,NA,NA,NA,NA,NA
Diesel,1,3.00,3.20,3.40,82,Euro 6,74,HR282D,715/2007*2015/45W,70.00,2812,NA,70,NA,0.00080,0.50
Benzine,1,NA,NA,NA,NA,Euro 6,76,4ZTH97,715/2007*136/2014W,110.00,3750,37.00000,73,NA,NA,NA
Elektriciteit,2,NA,NA,NA,NA,Euro 6,NA,4ZTH97,715/2007*136/2014W,NA,NA,NA,NA,55.00,NA,NA
Benzine,1,4.20,4.80,5.90,109,Euro 6,73,HG302S,715/2007*136/2014W,74.00,3750,NA,NA,NA,0.00141,NA
Benzine,1,6.10,7.40,9.60,175,Euro 4,77,48GNT2,70/220*2006/96B,118.00,3800,NA,NA,NA,NA,NA
Benzine,1,3.90,4.50,5.60,104,Euro 6,73,RV561J,715/2007*2015/45W,103.00,3750,NA,70,NA,0.00180,NA
Benzine,1,4.80,5.80,7.60,134,Euro 5,77,96PNF5,715/2007*692/2008A,70.00,3750,NA,NA,NA,NA,NA
Benzine,1,5.00,6.10,8.00,143,Euro 5,84,58SGJ6,715/2007*566/2011A,74.00,3750,NA,NA,NA,NA,NA
Benzine,1,3.90,4.50,5.40,103,Euro 6,72,PV532B,715/2007*136/2014W,77.00,3750,NA,69,NA,0.00240,NA
Benzine,1,6.40,7.80,10.30,187,Euro 4,87,48ZPGX,70/220*2003/76B,103.00,4725,NA,73,NA,NA,NA
Benzine,1,6.40,7.80,10.30,187,Euro 4,87,57XBXX,70/220*2003/76B,103.00,4725,NA,73,NA,NA,NA
Benzine,1,4.30,4.90,6.00,114,Euro 6,74,NH188H,715/2007*2016/427W,110.00,3750,NA,68,NA,0.00014,NA
Benzine,1,3.70,4.40,5.60,101,Euro 6,74,PZ213S,715/2007*2016/646W,63.00,3750,NA,68,NA,NA,NA
Benzine,1,3.80,4.30,5.10,99,Euro 6,78,PD727X,715/2007*2015/45W,59.00,3750,NA,70,NA,0.00120,NA
Benzine,1,4.00,4.50,5.40,103,Euro 5,78,91PKF6,715/2007*692/2008F,50.00,3750,NA,70,NA,NA,NA
Diesel,1,3.70,4.20,5.10,109,Euro 5,71,98SHX9,715/2007*692/2008A,85.00,2700,NA,NA,NA,0.00080,0.55
Diesel,1,3.10,3.30,3.90,88,Euro 5,69,4ZJJ04,715/2007*195/2013J,81.00,2375,NA,71,NA,NA,0.50
Benzine,1,4.10,4.60,5.50,109,Euro 4,83,14ZLJK,70/220*2003/76B,50.00,4500,NA,70,NA,NA,NA
Benzine,1,5.50,6.70,8.80,161,Euro 4,83,14GJB1,70/220*2003/76B,77.00,4500,NA,71,NA,NA,NA
Diesel,1,3.10,3.50,4.20,94,Euro 5,80,62NXH7,715/2007*692/2008A,70.00,3000,NA,NA,NA,0.00012,0.50
Benzine,1,4.60,5.20,6.30,119,Euro 6,74,NV709D,715/2007*2016/646W,110.00,3750,NA,69,NA,NA,NA
Benzine,1,6.30,8.40,12.00,198,Euro 4,81,23GKD6,70/220*2003/76B,103.00,4500,NA,NA,NA,NA,NA
Benzine,1,5.80,7.60,10.70,182,Euro 4,80,82SBTL,70/220*2003/76B,90.00,4500,NA,72,NA,NA,NA
Diesel,1,3.10,3.40,3.80,89,Euro 6,77,RB605J,715/2007*136/2014W,81.00,2625,NA,70,NA,0.00010,0.51
Benzine,1,4.90,6.10,8.20,145,Euro 4,85,31TLBK,70/220*2003/76B,54.00,4050,NA,74,NA,NA,NA
Diesel,1,3.80,4.10,4.60,109,Euro 6,76,2XFF07,715/2007*459/2012T,100.00,3000,NA,NA,NA,0.00020,0.50
Benzine,1,NA,NA,NA,124,NA,NA,49ZXK5,NA,63.00,NA,NA,NA,NA,NA,NA
Diesel,1,3.20,3.60,4.30,95,Euro 5,74,96XLR4,715/2007*692/2008A,68.00,3000,NA,NA,NA,0.00053,0.51
Benzine,1,6.40,8.20,11.30,197,Euro 4,85,75ZKGN,70/220*2003/76B,110.00,4200,NA,74,NA,NA,NA
