PC,ADRES,PLAATS,OPP,KAMERS,VRGPRIJS,MAKELAAR
1025 LC,Nieuwendammerdijk 27                                    1,Amsterdam,100,4,475e3,Brummer Makelaars en Taxateurs o.g.
1077 XK,Willem Pijperstraat 11                                    1,Amsterdam,120,5,11e5,Eefje Voogd Makelaardij
1106 ZE,Cornelis Aarnoutsstraat 53                                    1,Amsterdam,95,4,29e4,Van Gent Makelaardij
1063 EL,Jan Janzenstraat 9                                    1,Amsterdam,124,5,425e3,Zelfverkopen.nl
1069 PH,Jan Peppinkstraat 1                                    1,Amsterdam,125,8,399500,Residential Real Estate
1067 WP,Haya van Someren-Downerstraat 25                                    1,Amsterdam,105,4,339e3,Mulder en Versteeven Makelaars
1025 PV,Waddenweg 16                                    1,Amsterdam,66,4,35e4,123 makelaar o.z.
1024 MA,Hilversumstraat 185                                    1,Amsterdam,105,4,35e4,Emanuels Makelaars en Taxateurs
1035 XC,Stentorstraat 61 a                                    1,Amsterdam,154,5,598e3,Makelaarsbalie Internetmakelaar
1107 PC,Tolkamerstraat 83                                    1,Amsterdam,84,4,229500,Makelaar1 Internetmakelaar
1051 JB,Luzacstraat 1 hs                                    1,Amsterdam,55,3,369e3,Thoma Post Makelaars Amsterdam
1056 WD,Reinier Claeszenstraat 23 II                                    1,Amsterdam,66,3,4e5,RMA \ VERECOS
1011 VK,Rapenburgerstraat 73 D6                                    1,Amsterdam,56,2,415e3,Heeren Makelaars
1011 VK,Rapenburgerstraat 73 C6                                    1,Amsterdam,55,2,4e5,Heeren Makelaars
1011 VK,Rapenburgerstraat 73 A2                                    1,Amsterdam,58,2,5e5,Heeren Makelaars
1017 ER,Keizersgracht 634 II                                    1,Amsterdam,60,2,599e3,Willemspark O.G.
1092 TS,Vrolikstraat 188 II                                    1,Amsterdam,56,3,35e4,Groot Amsterdam Makelaardij B.V.
1066 XK,U.J. Klarenstraat 49                                    1,Amsterdam,90,4,425e3,AW Sabel Makelaardij
1075 GL,Valeriusstraat 250 III/IV                                    1,Amsterdam,118,4,895e3,Mooijekind Vleut Makelaars Amsterdam
1082 EV,Koxhorn 6 II                                    1,Amsterdam,79,3,379e3,De Heren van Snoek Makelaardij
1104 TZ,Kikkenstein 3946                                    1,Amsterdam,92,4,24e4,Van Gent Makelaardij
1102 XD,Charlotte Brontéstraat 289                                    1,Amsterdam,71,3,23e4,Van Gent Makelaardij
1056 CL,Mercatorplein 36 H                                    1,Amsterdam,169,5,825e3,Visch & van Zeggelaar Amsterdam
1056 CL,Mercatorplein 36 H*                                    1,Amsterdam,138,4,725e3,Visch & van Zeggelaar Amsterdam
1056 CN,Hoofdweg 343 3                                    1,Amsterdam,59,2,3e5,FEM Makelaars B.V.
1061 AE,Jan Tooropstraat 533                                    1,Amsterdam,85,3,349e3,Bleij Makelaardij o.g.
1016 HA,Prinsengracht 158 I                                    1,Amsterdam,134,4,95e4,Peter Bruin Makelaardij - Certified Expat Broker
1059 XH,Piet Gijzenbrugstraat 6 bv                                    1,Amsterdam,95,3,595e3,Groot Amsterdam Makelaardij B.V.
1068 SE,Fien de la Mar Straat 7 TUIN                                    1,Amsterdam,43,2,2e5,URBAN MAKELAARS AMSTERDAM
1068 CP,Ruimzicht 95                                    1,Amsterdam,88,3,349e3,River Makelaardij B.V.
1073 TB,Karel du Jardinstraat 49 C                                    1,Amsterdam,79,3,5e5,River Makelaardij B.V.
1054 MX,Brederodestraat 66 II                                    1,Amsterdam,53,3,375e3,Brummer Makelaars en Taxateurs o.g.
1058 KB,Haarlemmermeerstraat 54 II+IV                                    1,Amsterdam,73,4,437500,Groot Amsterdam Makelaardij B.V.
1078 KM,Grevelingenstraat 19 huis                                    1,Amsterdam,91,4,65e4,Dames van Vermeer B.V.
1094 HK,Javastraat 54 - 2                                    1,Amsterdam,57,3,315e3,Lankhorst Makelaars
1102 XT,Chestertonlaan 47                                    1,Amsterdam,31,1,137500,Verzijlbergen Makelaardij
1079 ZJ,Alblasstraat 39 I                                    1,Amsterdam,50,3,349e3,Beekman Makelaardij o.g. b.v.
1015 NV,Madelievenstraat 35                                    1,Amsterdam,93,4,499e3,Visch & van Zeggelaar Amsterdam
1051 GX,Van Hallstraat 47 -2                                    1,Amsterdam,41,2,27e4,VHM Makelaars Amsterdam
1094 GL,Madurastraat 14 A                                    1,Amsterdam,59,3,395e3,Damstede Makelaardij
1058 BT,Curaçaostraat 119                                    1,Amsterdam,51,2,395e3,HuisPortaal.nl
1071 NM,Johannes Verhulststraat 124 /bv                                    1,Amsterdam,150,7,1295e3,Dames van Vermeer B.V.
1076 JD,Van Tuyll van Serooskerkenweg 53 -3                                    1,Amsterdam,84,4,55e4,DSTRCT Amsterdam
1018 AD,Entrepotdok 172                                    1,Amsterdam,89,2,465e3,Emanuels Makelaars en Taxateurs
1082 KE,Gijsbrecht van IJselsteinstraat 53                                    1,Amsterdam,103,4,55e4,Rijsterborgh Makelaars b.v.
1078 LM,Roerstraat 115 -117hs                                    1,Amsterdam,171,7,1275e3,Finsens Makelaardij
1075 TV,Eerste Schinkelstraat 9 I hoog                                    1,Amsterdam,42,2,315e3,Makelaar1 Internetmakelaar
1095 MX,Nida Senffstraat 155                                    1,Amsterdam,67,3,35e4,River Makelaardij B.V.
1017 ZA,Den Texstraat 8 A-III                                    1,Amsterdam,57,2,385e3,Ouwehand v/d Meijden Makelaars B.V.
1092 AX,Beukenweg 7 C                                    1,Amsterdam,77,3,45e4,Dokter Makelaars
1065 LZ,Jan Muschstraat 44                                    1,Amsterdam,45,2,22e4,Geldhof Makelaardij O.G.
1082 JW,Slangenburg 28                                    1,Amsterdam,58,2,325e3,Rijsterborgh Makelaars b.v.
1015 JJ,Goudsbloemstraat 13 A                                    1,Amsterdam,33,2,289e3,Engel & Völkers Amsterdam Zuid
1064 PP,Bonnefantenstraat 33                                    1,Amsterdam,94,3,35e4,Van Gent Makelaardij
1079 JA,Vechtstraat 65 III                                    1,Amsterdam,118,3,649e3,River Makelaardij B.V.
1055 PH,Van Gentstraat 38 2                                    1,Amsterdam,48,5,3e5,Zelfverkopen.nl
1092 HB,Transvaalstraat 19 II                                    1,Amsterdam,37,2,25e4,De Heren van Snoek Makelaardij
1083 AP,Van Boshuizenstraat 19                                    1,Amsterdam,68,2,325e3,27 Huis Makelaars BV
1013 MR,Houtmankade 59 II                                    1,Amsterdam,54,3,349e3,ISAAK makelaardij o.g. B.V.
1056 EB,Admiralengracht 315 /II                                    1,Amsterdam,66,3,339e3,Damstede Makelaardij
1056 EE,Jan Evertsenstraat 76 -3                                    1,Amsterdam,55,2,26e4,Geldhof Makelaardij O.G.
1083 GE,Weerdestein 81                                    1,Amsterdam,164,5,577500,FRIS Woningmakelaars Amsterdam
1102 TX,Barbusselaan 32                                    1,Amsterdam,37,2,155e3,Linger OG
1069 RL,Evertsweertplantsoen 124                                    1,Amsterdam,72,2,22e4,Fred Koot Makelaardij
1063 AG,Harry Koningsbergerstraat 164                                    1,Amsterdam,30,1,15e4,Help To Sell
1071 AE,Vossiusstraat 26 c                                    1,Amsterdam,199,7,1795e3,Rijsterborgh Makelaars b.v.
1054 JA,Overtoom 244 HS                                    1,Amsterdam,227,5,145e4,ME Makelaars B.V.
1011 VK,Rapenburgerstraat 73 a6                                    1,Amsterdam,44,2,35e4,Engel & Völkers Amsterdam Centrum
1065 EK,Jacques Veltmanstraat 36 -H                                    1,Amsterdam,114,7,325e3,Geldhof Makelaardij O.G.
1083 DD,Van Heenvlietlaan 285 2                                    1,Amsterdam,112,3,475e3,Finsens Makelaardij
1092 VD,Tugelaweg 20 B                                    1,Amsterdam,65,4,37e4,Meerdere makelaars betrokken
1092 VD,Tugelaweg 22 D                                    1,Amsterdam,64,4,37e4,Meerdere makelaars betrokken
1092 VD,Tugelaweg 20 A                                    1,Amsterdam,57,2,325e3,Meerdere makelaars betrokken
1092 VD,Tugelaweg 22 A                                    1,Amsterdam,63,3,385e3,Meerdere makelaars betrokken
1092 VD,Tugelaweg 19 B                                    1,Amsterdam,58,3,35e4,Meerdere makelaars betrokken
1055 AB,Hoofdweg 702                                    1,Amsterdam,94,3,475e3,Peter Bruin Makelaardij - Certified Expat Broker
1056 CK,Jan van Galenstraat 210 -1                                    1,Amsterdam,87,5,35e4,Geldhof Makelaardij O.G.
1056 KG,Geuzenstraat 60 - III                                    1,Amsterdam,62,3,325e3,De Eilanden Makelaardij o.g.
1055 LR,Admiraal De Ruijterweg 227 hs                                    1,Amsterdam,166,5,895e3,ME Makelaars B.V.
1018 AM,Cruquiuskade 217                                    1,Amsterdam,110,4,525e3,Finsens Makelaardij
1018 KA,Leeuwenwerf 82                                    1,Amsterdam,104,4,5e5,Geldhof Makelaardij O.G.
1106 DB,Vianenstraat 65                                    1,Amsterdam,60,3,174500,WTM Makelaars
1107 EW,Reigersbos 117                                    1,Amsterdam,70,3,174500,WTM Makelaars
1098 NL,Galvanistraat 2                                    1,Amsterdam,72,4,419500,ME Makelaars B.V.
1079 WZ,Zomerdijkstraat 23 2                                    1,Amsterdam,108,5,599e3,PC22 makelaars taxateurs o.z.
1074 XL,Sint Willibrordusstraat 10 A                                    1,Amsterdam,118,4,695e3,Dokter Makelaars
1075 VZ,Amstelveenseweg 139 I                                    1,Amsterdam,77,4,475e3,ME Makelaars B.V.
1016 XB,Passeerdersstraat 51 C                                    1,Amsterdam,90,3,63e4,Keizerskroon Makelaars
1072 XK,Daniël Stalpertstraat 76 I                                    1,Amsterdam,46,2,325e3,ME Makelaars B.V.
1073 XH,Quellijnstraat 127 III                                    1,Amsterdam,155,3,125e4,Brummer Makelaars en Taxateurs o.g.
1073 VC,Sint Willibrordusstraat 48 hs                                    1,Amsterdam,113,4,555e3,SEM makelaars
1058 XZ,Crynssenstraat 58 III                                    1,Amsterdam,68,3,375e3,Poel Makelaardij
1055 WN,Charlotte de Bourbonstraat 1 3                                    1,Amsterdam,48,2,25e4,Makelaarsbalie Internetmakelaar
1055 RZ,Nieuwpoortstraat 86 D6                                    1,Amsterdam,81,3,42e4,Heeren Makelaars
1068 WX,Nicolaas Anslijnstraat 152                                    1,Amsterdam,82,4,245e3,Makelaar1 Internetmakelaar
1051 DC,De Kempenaerstraat 183 hs.                                    1,Amsterdam,76,3,36e4,Makelaar1 Internetmakelaar
1102 JH,Nadezjda Mandelstamstraat 15                                    1,Amsterdam,154,5,425e3,Inter Immo Makelaardij B.V.
1104 GP,Kantershof 286                                    1,Amsterdam,92,3,25e4,Linger OG
1097 PM,Fahrenheitstraat 59                                    1,Amsterdam,176,7,849e3,River Makelaardij B.V.
1033 CR,Kleine Beerstraat 24                                    1,Amsterdam,71,3,294e3,Huizenlinq Makelaars onroerende zaken
1013 JK,Haarlemmerdijk 186                                    1,Amsterdam,313,14,15e5,Keizerskroon Makelaars
1016 CT,Leidsegracht 102                                    1,Amsterdam,325,7,2e6,Engel & Völkers Amsterdam Zuid
1077 WC,Muzenplein 1                                    1,Amsterdam,344,12,35e5,Brummer Makelaars en Taxateurs o.g.
1015 CE,Keizersgracht 55 B                                    1,Amsterdam,137,4,1175e3,Flexstone Makelaars
1060 NP,Pyreneeën 25                                    1,Amsterdam,163,6,575e3,ME Makelaars B.V.
1014 ZM,Revaleiland (Bouwnr. 15)                                    1,Amsterdam,175,4,652819,Ramón Mossel Makelaardij o.g. B.V.
1021 NR,Buitenzagerij 12                                    1,Amsterdam,43,2,225e3,Gerrit Jan Heemskerk makelaardij o.g.
1054 BV,Eerste Constantijn Huygensstraat 111 A                                    1,Amsterdam,159,4,115e4,De Graaf & Groot Makelaars
1068 PM,Oeverpad 505                                    1,Amsterdam,121,4,375e3,URBAN MAKELAARS AMSTERDAM
1056 KN,Geuzenkade 56 1                                    1,Amsterdam,52,3,31e4,Visch & van Zeggelaar Amsterdam
1078 HT,Deurloostraat 49 3                                    1,Amsterdam,102,5,65e4,Visch & van Zeggelaar Amsterdam
1056 RZ,James Cookstraat 4 I                                    1,Amsterdam,58,2,215e3,BrinkBorgh Makelaardij
1060 NJ,Akersingel 36                                    1,Amsterdam,101,3,285e3,ADD Makelaardij
1094 JT,Balistraat 96 C                                    1,Amsterdam,47,2,275e3,Groot Amsterdam Makelaardij B.V.
1055 KH,Wiltzanghlaan 4 -hs                                    1,Amsterdam,155,2,55e4,Fred Koot Makelaardij
1053 AV,Wenslauerstraat 29 A                                    1,Amsterdam,107,5,75e4,Aemestelle Makelaars v.o.f.
1034 LV,Grootzeil 167                                    1,Amsterdam,93,3,275e3,123 makelaar o.z.
1052 TZ,Gillis van Ledenberchstraat 33 hs                                    1,Amsterdam,57,2,35e4,Finsens Makelaardij
1102 TC,Boris Pasternakstraat 303                                    1,Amsterdam,31,1,145e3,Makelaardij Amsterdam Zuidoost B.V.
1107 JM,Schalkwijkpad 53                                    1,Amsterdam,82,4,199500,WTM Makelaars
1095 CJ,Javaplein 35 -1                                    1,Amsterdam,42,2,275e3,VHM Makelaars Amsterdam
1053 HJ,Jacob van Lennepstraat 24 -I                                    1,Amsterdam,36,2,225e3,Remko Bijvoet Makelaardij
1098 EA,Linnaeusparkweg 6 2                                    1,Amsterdam,51,2,33e4,ISAAK makelaardij o.g. B.V.
1056 TT,Joos de Moorstraat 7 HS                                    1,Amsterdam,61,3,349e3,River Makelaardij B.V.
1054 WE,Wilhelminastraat 177 IV                                    1,Amsterdam,58,3,425e3,Aemestelle Makelaars v.o.f.
1106 DM,Wamelstraat 83                                    1,Amsterdam,58,2,174500,WTM Makelaars
1058 GL,Surinameplein 11 hs                                    1,Amsterdam,148,5,9e5,Aemestelle Makelaars v.o.f.
1025 GJ,Het Laagt 70                                    1,Amsterdam,56,2,2e5,123 makelaar o.z.
1015 BS,Herengracht 102 M                                    1,Amsterdam,67,2,5e5,Engel & Völkers Amsterdam Centrum
1104 TC,Kikkenstein 2218                                    1,Amsterdam,92,4,215e3,Van Gent Makelaardij
1018 EV,Sarphatistraat 31 -hs                                    1,Amsterdam,191,5,14e5,Recourt Makelaars
1102 XX,Chestertonlaan 183                                    1,Amsterdam,74,3,225e3,Linger OG
1016 DK,Westermarkt 8 hs                                    1,Amsterdam,113,4,1e6,Engel & Völkers Amsterdam Centrum
1011 LM,Nieuwe Uilenburgerstraat 3 c                                    1,Amsterdam,72,3,45e4,Huizenlinq Makelaars onroerende zaken
1015 PE,Tuinstraat 4 B                                    1,Amsterdam,93,3,76e4,Peter Bruin Makelaardij - Certified Expat Broker
1074 EK,Kuipersstraat 4 II                                    1,Amsterdam,133,5,798e3,ME Makelaars B.V.
1053 VE,Bilderdijkkade 38 -1                                    1,Amsterdam,63,3,475e3,Finsens Makelaardij
1052 GK,Gerard Schaepstraat 1 III/IV                                    1,Amsterdam,100,4,499e3,Beekman Makelaardij o.g. b.v.
1015 SZ,Eerste Leliedwarsstraat 27                                    1,Amsterdam,115,5,95e4,Keizerskroon Makelaars
1013 LM,Prinseneiland 93 GG                                    1,Amsterdam,152,5,146e4,Broersma Makelaardij
